CO_NCM;NO_NCM_ING
29309013;N, n-dialkyl-2-aminoethanothiols, their protonat.salts
29309014;Thimerosal
29309019;Other thiols, its derivates and salts
29309021;Thiourea
29309022;Thiophanate-methyl
29309023;4-methyl-3-thiosemicarbazide
29309029;Other thioamides, its derivatives and salts
29309031;2-(ethylthio)ethanol of a concentration of >=98%
29309032;3-(methylthio)propanol and aldicarb
29309033;S-ethyl chlorothioformate
29309034;2-hydroxy-4-(methylthio)butyric acid and its calc.salt
29309035;Methomyl
29309036;Carbocysteine
15099010;Olive oil, refined
15099090;Other olive oil
15100000;Other oils of olives and mixtur.with olive oil of olive
15111000;Palm oil, in crude
15119000;Other palm oil
15121110;Sunflower-seed oil, in crude
15121120;Safflower oil, in crude
3038963;Pacu, frozen, except filetts, other meat, etc.
3038964;Tambaqui, frozen, except filetts, other meat, etc.
3038965;Tambacu, frozen, except filetts, other meat, etc.
3038990;Other frozen fish, except filets, other meats, etc
3039000;Livers and roes of fish, frozen
3041000;Fresh/chilled filets and other fish meats
3041011;"Fresh/chilled filets of wreckfish""polyprion americanus"""
3041012;Fresh/chilled filets of wirrah (acanthistius spp.)
3041013;Fresh/chilled filets of channel catfish
3041019;Fresh/chilled other fish filets
3041090;Fresh/chilled other fish meats
3041100;Sword fish (xiphias gladius) fresh or chilled
3041200;Whiting (dissostichus spp.) fresh or chilled
3041911;Filet/cher-pov.(polyprion americanus.) fresh or chilled
3041912;Wirrah (acanthistius spp) fillet,  fresh or chilled
3041913;Fillet from channel catfish (ictalurus puntactus),  fresh or chilled
3049500;Other fish meat of determined species, frozen
29309037;4-sulphate-ethyl-sulphonyl-2, 5-dimetoxyaniline, etc
29309038;Thiodiglycol (inn) (bis(2-hydroxyethyl) sulphide)
29309039;Oth.thioethers, thioesters and its derivatives/salts
29309040;Phorothioate, its derivatives and its salts
29309041;S-[2-(diethylamino)ethyl] o, o-diethylphosphoroth., etc
29309042;O, o-dimethyl s-[2-(1-methylcarbamoylethylthio)ethyl ph.
29339023;Oxazepam
29339024;Alprazolam
29339025;Triazolam
29339026;Camazepam
29339027;Clonazepam
29339028;Clorazepato
29339029;Heteroc.compounds salts and esters with diazepine ring
29339031;Dibenzoazepine (iminoestilbene)
29339032;Carbamazepine
29339033;Clomipramine hydrochloride
29339034;Molinate (s-ethyl hexahydroazepin-1-carbothioate)
29339035;Hexamethyleneimine
29339039;Other heterocyclic compounds, with 1 azepine ring
29339041;Clemastine and its derivatives, salts thereof
29339042;Amisulpride
29339043;Sultopride
29339044;Alizapride
29339045;Buflomedil and its derivatives, salts thereof
29299022;N, n-dialkyl(c1 to c3)phosphoroamidates, etc.
29299029;Ot.n, n-dialkyl(c1 to c3)phosphoroamidates, their deriv.
29299090;Other compounds nitrogen fuction
29301000;Dithiocarbonates (xanthates)
29302011;Eptc (thiocarbamate)
29302012;Cartap
29302013;Hiobencarb (s-4-chlorobenzyl diethylthiocarbamate)
29302019;Other thiocarbamates
29302021;Ziram and sodium dimethyldithiocarbamate
29302022;Zinc diethyldithiocarbamate
29302023;Zinc dibutyldithiocarbamate
29302024;Metham sodium
29302025;Phenylmercuric dimethyldithiocarbamate
29302029;Other dithiocarbamates
29303011;Monosulphides of tetramethylthiuram
29303012;Sulfiram
29303019;Other monosulphides of thiuram
29303021;Thiram
29303022;Disulfiram
29303029;Other disulphides of thiuram
29303090;Tetrasulphides of thiuram
29304010;Dl-methionine, contain.>0.1%b/weight of sulphur ash
29304090;Other methionine
29336100;Melamine
29336911;2, 4, 6-trichlorotriazine (cyanuric chloride)
29336912;Mercaptodichlorotriazine
29336913;Atrazine
29336914;Simazine
29336915;Cyanazine
30039058;Medicament c/carmustine/lomustine, etc.exc.in doses
30039059;Medicam.c/oth.carboxyam. function compoun.etc.exc.doses
30039061;Medicament c/isossorbide dinitrate, etc.exc.doses
30039062;Medicament containing tiapride, exc.in doses
30039063;Medicament containing etidronate disodium, exc.in doses
30039064;Medicament cont.amiodarone hydrochloride, exc.in doses
30039065;Medicament cont.nitrovin or moxidectin, exc.in doses
29309043;Profen.(o-(4-bromo-2-chlorophenyl)o-ethyl s-propyl phos
29309049;Other phosphorothioate, its derivatives and its salts
29309051;Phorato
29309052;Disulfoton
29309053;Ethion
29309054;Dimethoate
29309055;Vamidothion(phosphorodithioate of o, o-dimethyl s-(etc.)
29309056;Prophenofos
29309057;Thiometon
29309059;Other phosphorodithioate, its derivatives and salts
9092000;Seeds of coriander
9092100;Coriander seeds, neither crushed nor powdered
30034920;Pilocarpine, the nitrate or its chloridate, for therapeutic or prophylactic uses, not in measured doses or put up for retail sale
30034930;Methanesulfonate dihydroergocristine, for therapeutic or prophylactic uses, not in measured doses or put up for retail sale
30034940;Codeine or their salts, for therapeutic or prophylactic uses, not in measured doses or put up for retail sale
30034950;"Granisetron; tropisetron or its hydrochloride, for therapeutic or prophylactic uses, not in measured doses or put up for retail sale"
30034990;Other medicaments (excluding goods of Heading 30.02, 30.05 or 30.06) containing alkaloids or derivatives thereof, put up for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale
30036000;Other drugs that contain active anti malaria principles, for therapeutic or prophylactic uses, not in measured doses or put up for retail sale
55029010;Cables of artificial filament, made of viscose rayon
55029090;Other cables made of artificial filament
55064000;Synthetic staple fibers, carded, combed or otherwise processed for spinning, polypropylene
57042000;Felt tiles, the top surface area greater than 0.3 square meter, but not more than 1 square meter
60053500;Woven warp knit (including those made on galloon knitting machines), other than those of headings 6001 to 6004, of synthetic fibers, in Note of Subheading of this chapter
60053600;Other warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004, of synthetic fibers, unbleached or bleached
60053700;Other warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004, of synthetic fibers, dyed
60053800;Other warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004, of yarns of different colors
38249954;Flame retardant containing mixtures of triphenylphosphate isopropyl
38249959;Mixtures and preparations containing esters of inorganic acids and their derivatives
38249971;"Sodium lime; hydrofuge calcium carbonate"
87036000;Other vehicles, equipped for propulsion simultaneously with a reciprocating piston engine spark ignition and an electric motor, capable of being loaded by connection to an external source of electricity
87037000;Other vehicles, equipped for propulsion simultaneously with a compression-ignition internal combustion piston engine (diesel or semi-diesel) and an electric motor, capable of being loaded by connection to an external source of electricity
87038000;Other vehicles, equipped only with electric motor for propulsion
60053900;Other warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004, printed
63042000;Bed nets mentioned in Note of Subheading 1 of this Chapter
69072100;Tiles and plates (slabs), for paving or coating, other than those of subheadings 6907.30 and 6907.40, with a coefficient of water absorption, by weight, not exceeding 0.5%
69072200;Tiles and plates (slabs), for paving or coating, other than those of subheadings 6907.30 and 6907.40, with a coefficient of water absorption, by weight, exceeding 0.5% but not more than 10%
44072950;Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm, of canafístula (Peltophorum vogelianum)
29202910;Phosphite of alkyl of C3 to C13 or of alkyl-aril
29202920;Diphenyl phosphite
29202930;Other phosphites, of arila
29202940;Fosetil Al
29202950;Phosphite of tris (2,4-di-tert-butylphenyl)
29202990;"Other phosphite esters and their salts; their halogenated, sulfonated, nitrated or nitrosated derivatives"
29203000;Endosulfan (ISO)
29211200;Chloridrate of 2-chlorethyl (N, N-dimethylamin)
29211300;Hydrochloride of 2-chloroethyl (N, N-diethylamine)
29211400;Chlorhydrate of 2-chloréthyle (N,N-diisoprophylamine)
29221500;Triethanolamine
29221600;Diethanolammonium perfluoroctanosulfonate
29221700;Methyldiethanolamine and ethyldiethanolamine
29221800;2-(N,N-diisopropylamine)ethanol
69072300;Tiles and plates (slabs), for paving or coating, other than those of subheadings 6907.30 and 6907.40, with a coefficient of water absorption, by weight, greater than 10%
69073000;Cubes and similar articles, for mosaics, other than those of subheading 6907.40
69074000;Trim pieces, made of ceramic
84244100;Portable sprayers for agriculture or horticulture
84244900;Other sprayers for agriculture or horticulture
13023219;Oth.mucilages prod.thickeners, derived from locust beans
3039200;Shark fins, frozen
3039910;Black Hake heads (Dissostichus eleginoides), frozen
3039920;Hake heads Antarctic (Dissostichus mawsoni), frozen
3039990;Other edible fish byproducts, frozen
3044700;Filets of dogfish and other sharks, fresh or chilled
3044800;Filets of rays (Rajidae), fresh or chilled
3045600;Other meat of dogfish and other sharks, fresh or chilled
3045700;Other meat of rays (Rajidae), fresh or chilled
6031100;Roses and their buttons, cut, for bouquets, ornamented, fresh
44071200;Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm, of abeto (Abies spp.) and of espruce (Picea spp.)
44071900;Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm, of other coniferous
15179010;Mixtures of refined oils, in container with capacity<=5l
15179090;Other edible mixtures preparations of fats, oils,  etc.
15180000;Animal or vegetable fats and oils, boiled, oxidized, etc.
15180010;Epoxidized vegetable oil
15180090;Other animal fat and oil/cooked vegetables/oxidized,  etc
15200010;Crude glycerol
15200020;Glycerol waters and glycerol lyes
15211000;Vegetable waxes
15219011;Bee wax, in crude
15219019;Other bee waxes, in crude
15219090;Veget.waxes, ot.insect waxes/spermac.refin/colour.or not
15220000;Degras and residues from treatment greases substan.etc
16010000;Sausages of meat, meat offal, blood, their food preparat.
16021000;Homogenized prepared of meat, edible offal, blood
21031090;Other soya sauce, prepared
21032010;Tomato ketchup and other tomato sauces immed.pac.w<=1kg
20059900;Other vegetable products, not frozen, conserved in vinegar/acid acetic
20060000;Vegetables fruit, fruit-pee, etc.preserved by sugar
20071000;Homogenised preparations of fruit, forcooked, forinfant use
20079100;Jams, fruit jellies, marmalad.purée and pastes, of citric
20079910;Jellies, marmalades, of other fruits
20079921;Purees of acai (Euterpe oleracea)
20079922;Purees acerola (Malpighia spp.)
20079923;Mashed banana (Musa spp.)
20079924;Mashed guava (Psidium guajava)
20079925;Mashed of mango (Mangifera indica)
20079929;Mashed of other fruits
20079990;Jams, purée, pastes, of other fruits
20081100;Ground-nuts prepared or preserved
20081900;Other hard peel fruits, other seeds prepared/preserved
20082010;Pineapples prepared/preserved with sweetening water, etc
20082090;Pineapples otherwise prepared or preserved
6031200;Carnation and their buttons, cut, for bouquets, ornamented, fresh
6031300;Orchids and their buttons, cut, for bouquets, ornamented, fresh
11041200;Grains of oats, rolled or flaked
11041900;Grains of other cereals, rolled or flaked
11042100;Barley grain, peeled, pearled, cut, etc
11042200;Grains of oats, shelled, in pearls, cut, etc.
11042300;Grains of corn, shelled, in pearls, cut, etc.
11042900;Grains of other cereals, shelled, in pearls, cut, etc.
11043000;Germs of cereals, whole, rolled,  flaked or ground
11051000;Flour, meal and powder of potato
11052000;Flakes, granules and pellets of potato
11061000;Flour, meal and powder of dried leguminous vegetables
11062000;Flour, meal and powder of roots and tubers
11063000;Flour, meal and powder of fruits, peels of citric, etc
11071010;Malt not roasted, whole or cut
11071020;Malt, not roasted, ground or in flour
11072010;Malt, roasted, whole or cut
11072020;Malt, roasted, ground or in flour
11081100;Wheat starch
11081200;Maize (corn) starch
11081300;Potato starch
11081400;Manioc (cassava) starch
11081900;Other starches
11082000;Inulin
11090000;Wheat gluten, even dried
4029900;Other milk, cream of milk, concentrated, added sugar
4031000;Yoghurt
4039000;Buttermilk, curdled milk and cream, kephir, fermented, etc.
4041000;Whey and modified whey, whether or n/concent.added sugar
38249933;Mixtures and preparations of a kind used for the manufacture of paints and varnishes (including enamels, lacquers and distempers), containing polyethyleneamines and diethylenetriamines, suitable for latex coagulation
38249934;Other mixtures containing polyethyleneamines
38249935;Mixtures of mono-, di- and triisopropanolamine
38249936;Crosslinkers for silicones
25085000;Andalusite, kyanite and sillimanite
25086000;Mullite
25087000;Chamotte or dinas earths
25090000;Chalk
25101010;Natural calcium phosphates, unground
